store_name,detail_html,google_maps_url,saved_at
喫茶 メロウ,data\html\google_maps\details\20260625_033612_喫茶_メロウ.html,"https://www.google.com/maps/place/%E5%96%AB%E8%8C%B6+%E3%83%A1%E3%83%AD%E3%82%A6/@34.3445561,133.9742025,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb6de1ee35fd:0xe239becb5569c468!8m2!3d34.3337163!4d134.05964!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJHTlRsWE1VOW5FQUXgAQD6AQQIHRAW!16s%2Fg%2F11hzv3kzgz?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:36:13
カフェしるく,data\html\google_maps\details\20260625_033627_カフェしるく.html,"https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7%E3%81%97%E3%82%8B%E3%81%8F/@34.3268105,133.9273873,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553e99704390d31:0x5df87e1fdd7b1769!8m2!3d34.3268105!4d134.003605!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF6YjI5MllXNUJSUkFC4AEA-gEECBEQGg!16s%2Fg%2F11f31tjt90?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:36:28
KAGU☆cafe,data\html\google_maps\details\20260625_033643_KAGU☆cafe.html,"https://www.google.com/maps/place/KAGU%E2%98%86cafe/@34.3381526,134.0329778,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553934440a759bb:0x27163144a3df7797!8m2!3d34.3381526!4d134.1091955!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF0ZG5abU5XeEJSUkFC4AEA-gEECAAQIg!16s%2Fg%2F11gcn_2762?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:36:45
chafu,data\html\google_maps\details\20260625_033701_chafu.html,"https://www.google.com/maps/place/chafu/@34.3381526,134.0329778,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x355394d47f3fb07b:0x6a756c4291471133!8m2!3d34.2992824!4d134.098633!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5pTUhKNWJWaG5FQUXgAQD6AQUI0AEQIA!16s%2Fg%2F1tctvcq3?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:37:03
SugarPlum,data\html\google_maps\details\20260625_033714_SugarPlum.html,"https://www.google.com/maps/place/SugarPlum/@34.3423247,133.9742717,13z/data=!3m1!5s0x3553eb9ae76035e3:0xcf44b5a11c34e9f2!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ebd9004d78cd:0x8349a46f8b4119f9!8m2!3d34.3423247!4d134.0504894!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIxS2VrMTZaRVpWYWxwNldsaENWbE15T0RSWlZFWlVVV3BPU0ZreFJSQULgAQD6AQQIIBAb!16s%2Fg%2F11kpmlrnwt?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:37:16
森のカフェ,data\html\google_maps\details\20260625_033733_森のカフェ.html,"https://www.google.com/maps/place/%E6%A3%AE%E3%81%AE%E3%82%AB%E3%83%95%E3%82%A7/@34.3190388,134.0167856,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb4bbd7d52af:0x6271abc606bec233!8m2!3d34.3190388!4d134.0930033!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5JTUhNeWEySlJFQUXgAQD6AQQIUxAc!16s%2Fg%2F1tfpmj92?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:37:35
カフェ389,data\html\google_maps\details\20260625_033753_カフェ389.html,"https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7389/@34.3422996,133.9692346,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb0472b584ff:0x9a9376393b25146d!8m2!3d34.3422996!4d134.0454523!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWTFlrMTBXVE5GZFV4VGJrZEJFQUXgAQD6AQQIEhAW!16s%2Fg%2F11n7d165gm?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:37:55
Fuji Cafe,data\html\google_maps\details\20260625_033808_Fuji_Cafe.html,"https://www.google.com/maps/place/Fuji+Cafe/@34.3422996,133.9692346,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb80a4cd3aa3:0x6880e48bb4e498f8!8m2!3d34.3502678!4d134.0540197!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSaWJXVmxVSFpCUlJBQuABAPoBBAh4ECU!16s%2Fg%2F11gcmx28_1?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:38:10
agorette,data\html\google_maps\details\20260625_033823_agorette.html,"https://www.google.com/maps/place/agorette/@34.3200381,134.0172174,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb873fd585d5:0x26c0e74ca702f293!8m2!3d34.3200381!4d134.0934351!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSbGVVeHViVEZCUlJBQuABAPoBBAgbEBU!16s%2Fg%2F11t9pby__w?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:38:25
i am.,data\html\google_maps\details\20260625_033838_i_am..html,"https://www.google.com/maps/place/i+am./@34.3415696,133.9737832,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb9a5e0f21d7:0xbbad1f59f9e41b19!8m2!3d34.3415696!4d134.0500009!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVIyTkhGbVJGTkJFQUXgAQD6AQQIGhAd!16s%2Fg%2F11spnlt_h6?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:38:40
ヨルカフェと。Cagalli | かがり,data\html\google_maps\details\20260625_033856_ヨルカフェと。Cagalli___かがり.html,"https://www.google.com/maps/place/%E3%83%A8%E3%83%AB%E3%82%AB%E3%83%95%E3%82%A7%E3%81%A8%E3%80%82Cagalli+%7C+%E3%81%8B%E3%81%8C%E3%82%8A/@34.3415696,133.9737832,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eba7814aabc9:0xa3e0932928287426!8m2!3d34.3112287!4d134.0442358!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5vY1dSaU4waDNFQUXgAQD6AQQIABAi!16s%2Fg%2F11szfkb0w7?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:38:58
アイスビストロ ヒライ,data\html\google_maps\details\20260625_033915_アイスビストロ_ヒライ.html,"https://www.google.com/maps/place/%E3%82%A2%E3%82%A4%E3%82%B9%E3%83%93%E3%82%B9%E3%83%88%E3%83%AD+%E3%83%92%E3%83%A9%E3%82%A4/@34.3415696,133.9737832,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb35734b4da9:0x5447264950060121!8m2!3d34.3403599!4d134.0544683!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQ5pY2VfY3JlYW1fc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSS09UZ3lRVGhCUlJBQuABAPoBBAg4EB4!16s%2Fg%2F11gxrw_dn8?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:39:17
mocco kagawa,data\html\google_maps\details\20260625_033931_mocco_kagawa.html,"https://www.google.com/maps/place/mocco+kagawa/@34.3415696,133.9737832,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb2af2629dc1:0xb638c2d0d06f9091!8m2!3d34.3388453!4d134.0484733!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU0zTFV0eFJrdDNFQUXgAQD6AQQIUhAd!16s%2Fg%2F11v15_3mls?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:39:33
鳩谷商店 cafe&dogpark,data\html\google_maps\details\20260625_033955_鳩谷商店_cafe&dogpark.html,"https://www.google.com/maps/place/%E9%B3%A9%E8%B0%B7%E5%95%86%E5%BA%97+cafe%26dogpark/@34.3836218,134.0532241,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x355393d31afac8a9:0xccf4e6b30d9316ae!8m2!3d34.3836218!4d134.1294418!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5UVU5KTmxvM1ZuTlJSUkFC4AEA-gEECAAQHg!16s%2Fg%2F11tnyv7p29?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:39:57
高松くつわ堂本店,data\html\google_maps\details\20260625_034009_高松くつわ堂本店.html,"https://www.google.com/maps/place/%E9%AB%98%E6%9D%BE%E3%81%8F%E3%81%A4%E3%82%8F%E5%A0%82%E6%9C%AC%E5%BA%97/@34.346088,133.974624,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb85b2ce094d:0xdf1ee62e213ecdd1!8m2!3d34.346088!4d134.0508417!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU40YUVsVWJYZEJSUkFC4AEA-gEECCUQFg!16s%2Fg%2F1vxct6yp?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:40:11
cafe Le CoeuR,data\html\google_maps\details\20260625_034034_cafe_Le_CoeuR.html,"https://www.google.com/maps/place/cafe+Le+CoeuR/@34.346088,133.974624,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb8544b365a9:0xe0ebc03deec992c5!8m2!3d34.3448387!4d134.0489982!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZl4AEA!16s%2Fg%2F1tfdwp6g?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:40:36
cafe MONTE,data\html\google_maps\details\20260625_034055_cafe_MONTE.html,"https://www.google.com/maps/place/cafe+MONTE/@34.2763947,134.0071229,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eabb1162b5b9:0x57846dd51cb729c3!8m2!3d34.2763947!4d134.0833406!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1Q2MwOUlUa2RQUlhoWFducFdWbEpxUm5WVGEwWTFXVzFLUkU5WFl4QULgAQD6AQQIHRAZ!16s%2Fg%2F1tdd_522?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:40:57
カフェ＆レスト USA,data\html\google_maps\details\20260625_034117_カフェ＆レスト_USA.html,"https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7%EF%BC%86%E3%83%AC%E3%82%B9%E3%83%88+USA/@34.2763947,134.0071229,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ebc1fc22544f:0x9be117100c86eb!8m2!3d34.3336405!4d134.0486469!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU4xT0ZreVYxRlJFQUXgAQD6AQQIABAZ!16s%2Fg%2F11h1kbz8mj?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:41:20
勉強カフェ 高松スタジオ,data\html\google_maps\details\20260625_034147_勉強カフェ_高松スタジオ.html,"https://www.google.com/maps/place/%E5%8B%89%E5%BC%B7%E3%82%AB%E3%83%95%E3%82%A7+%E9%AB%98%E6%9D%BE%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%AA/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ebb81e4d787f:0xc90a036d014a856d!8m2!3d34.3466241!4d134.0474784!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQ9zdHVkeWluZ19jZW50ZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnVkeTFZZGtobkVBReABAPoBBAgAEBg!16s%2Fg%2F11vcr9_mkr?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:41:48
L'cafe TAKAMATSU (エルカフェ タカマツ),data\html\google_maps\details\20260625_034204_L'cafe_TAKAMATSU_(エルカフェ_タカマツ).html,"https://www.google.com/maps/place/L'cafe+TAKAMATSU+(%E3%82%A8%E3%83%AB%E3%82%AB%E3%83%95%E3%82%A7+%E3%82%BF%E3%82%AB%E3%83%9E%E3%83%84)/@34.3466241,133.9712607,13z/data=!3m1!5s0x3553eb8525595ae7:0xfcb77dc6bd0d1766!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb851b452fb3:0xe9a9ef4eaa93eed6!8m2!3d34.3450792!4d134.0504987!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQ1iYXJfYW5kX2dyaWxsmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJDY1UxcFNqTjNSUkFC4AEA-gEECEsQFQ!16s%2Fg%2F11c5xttnp0?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:42:06
サニールートコーヒー,data\html\google_maps\details\20260625_034223_サニールートコーヒー.html,"https://www.google.com/maps/place/%E3%82%B5%E3%83%8B%E3%83%BC%E3%83%AB%E3%83%BC%E3%83%88%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC/@34.3466241,133.9712607,13z/data=!3m1!5s0x3553eca8d9dbc9d5:0x4649362fcc20150a!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ecaf2a5dae07:0x3b8d373f6280eabe!8m2!3d34.3391819!4d134.0887741!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNdGRtRk1PR2wzUlJBQuABAPoBBAgAEBo!16s%2Fg%2F11bbxgd8xb?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:42:25
三びきの子ぶた,data\html\google_maps\details\20260625_034237_三びきの子ぶた.html,"https://www.google.com/maps/place/%E4%B8%89%E3%81%B3%E3%81%8D%E3%81%AE%E5%AD%90%E3%81%B6%E3%81%9F/@34.3466241,133.9712607,13z/data=!3m1!5s0x3553eb9bd96ff27f:0xd0ec79ad555df000!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb9bd99f3863:0x557cf5ce9d1c9f11!8m2!3d34.3386338!4d134.051646!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJKTFUwM00zTkJSUkFC4AEA-gEECAsQJw!16s%2Fg%2F1th6bnnk?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:42:39
トリカフェ,data\html\google_maps\details\20260625_034311_トリカフェ.html,"https://www.google.com/maps/place/%E3%83%88%E3%83%AA%E3%82%AB%E3%83%95%E3%82%A7/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb85ae48978d:0xe3bc552a3a58a377!8m2!3d34.3462644!4d134.0504836!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5PYTNJMlNtaFJSUkFC4AEA-gEECAAQJA!16s%2Fg%2F1tqpx1vw?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:43:12
アニー,data\html\google_maps\details\20260625_034326_アニー.html,"https://www.google.com/maps/place/%E3%82%A2%E3%83%8B%E3%83%BC/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb975237492d:0x95ea365f51867715!8m2!3d34.3397899!4d134.0479714!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObGVqaHFhWE5SUlJBQuABAPoBBAhpEBs!16s%2Fg%2F11h_rcbhs6?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:43:28
コノジ,data\html\google_maps\details\20260625_034341_コノジ.html,"https://www.google.com/maps/place/%E3%82%B3%E3%83%8E%E3%82%B8/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eba65e8244e5:0x6b37a1f0779f182b!8m2!3d34.342787!4d134.0493701!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0c1prOVhSWFJOYTBwVlUwVnNRMVJYWkZKWFdGVXhUbXRzYmsxV1JSQULgAQD6AQQIFRAl!16s%2Fg%2F11j0v1n54g?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:43:43
モリマリカフェ,data\html\google_maps\details\20260625_034356_モリマリカフェ.html,"https://www.google.com/maps/place/%E3%83%A2%E3%83%AA%E3%83%9E%E3%83%AA%E3%82%AB%E3%83%95%E3%82%A7/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb579a8c5801:0xc71c1b37f585055b!8m2!3d34.3341308!4d134.0875001!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJXZFhFeVNXaDNSUkFC4AEA-gEECBkQGQ!16s%2Fg%2F1vv2q1lv?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:43:58
GAO,data\html\google_maps\details\20260625_034417_GAO.html,"https://www.google.com/maps/place/GAO/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb85689ecab1:0x47add60a9d1c96e!8m2!3d34.3453684!4d134.0491153!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQNiYXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkNka3RYUkZWbkVBReABAPoBBAhCEA4!16s%2Fg%2F1hc2rtn7l?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:44:18
HOLIDAY GOOD MORNING,data\html\google_maps\details\20260625_034448_HOLIDAY_GOOD_MORNING.html,"https://www.google.com/maps/place/HOLIDAY+GOOD+MORNING/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb00193f93dd:0xde3b53a8ec423c19!8m2!3d34.3464946!4d134.0438925!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSARRicmVha2Zhc3RfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VObWJFOUxla05CRUFF4AEA-gEECC8QHg!16s%2Fg%2F11lyw967nd?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:44:50
はりゅう珈琲,data\html\google_maps\details\20260625_034503_はりゅう珈琲.html,"https://www.google.com/maps/place/%E3%81%AF%E3%82%8A%E3%82%85%E3%81%86%E7%8F%88%E7%90%B2/@34.2676881,133.9950178,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553c183668b253d:0x1671abf10c8b7ef5!8m2!3d34.2676881!4d134.0712355!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuVFVObmVXRnVjSE4zUlJBQuABAPoBBAgAEBU!16s%2Fg%2F11gw0zkn4t?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:45:05
コトナミ,data\html\google_maps\details\20260625_034531_コトナミ.html,"https://www.google.com/maps/place/%E3%82%B3%E3%83%88%E3%83%8A%E3%83%9F/@34.3573437,133.9880313,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ed809d180ba1:0xafad7cbbca275d9f!8m2!3d34.3573437!4d134.064249!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVEyYW1OdVJFVkJFQUXgAQD6AQUIjwEQHw!16s%2Fg%2F11hf3h7fwn?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:45:33
slowcafe,data\html\google_maps\details\20260625_034556_slowcafe.html,"https://www.google.com/maps/place/slowcafe/@34.3573437,133.9880313,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb1fbef7fffb:0x13fdc6e477728f06!8m2!3d34.3020426!4d134.0565407!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSbE5IRkRVeTEzUlJBQuABAPoBBAh-ECI!16s%2Fg%2F11rc499w_y?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:45:58
カフェ クウネル,data\html\google_maps\details\20260625_034619_カフェ_クウネル.html,"https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7+%E3%82%AF%E3%82%A6%E3%83%8D%E3%83%AB/@34.2975369,133.9163697,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553c26fe0a0bfed:0x10eb6f298573873a!8m2!3d34.2975369!4d133.9925874!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJtT1hSbFVHWjNFQUXgAQD6AQQIABAf!16s%2Fg%2F1tkrjmcn?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:46:21
