article_id,name,detail_url,page_no,source_site,list_text,賃料,敷金 / 保証金,交通,所在地,築年月,その他交通,物件種目,敷金/保証金,敷引,その他一時金,維持費等,権利金,建物名・部屋番号,特記事項,設備,備考,使用部分面積,土地面積,建階/ 階,駐車場,駐輪場,用途地域,契約期間,条件等,更新料,物件番号,情報公開日,飲食店可否,適格請求書発行,リフォーム履歴,リノベーション履歴,latitude,longitude
6850eddb0113b875040064de,高松市 昭和町２丁目 (昭和町駅) の貸店舗・事務所(一部),https://www.takamatsuhousing.jp/kasi-tenpo/detail-6850eddb0113b875040064de/,1,takamatsu_housing,高松市 昭和町２丁目 (昭和町駅) の貸店舗・事務所(一部) ＪＲ高徳線 / 昭和町駅 高松市昭和町２丁目 徒歩4分 6 万円 - 3ヶ月/ なし/ なし 31.92㎡ 9.65坪／0.6214万円 貸店舗・事務所(一部) 1973年9月(築52年10ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする,6万円,3ヶ月/なし,ＪＲ高徳線 / 昭和町駅 徒歩4分,香川県高松市昭和町２丁目,1973年9月(築52年10ヶ月),ＪＲ高徳線 / 栗林公園北口駅 徒歩25分 ＪＲ予讃線 / 高松駅 徒歩22分,貸店舗・事務所(一部),3ヶ月/なし,なし,-,-,-,-,-,都市ガス　トイレ,賃貸保証等：加入要 初回４８，０００円＋月々１，５００円 スーパー、コンビニ徒歩圏内、,31.92㎡,-,4階建/2階,なし,-,-,2年,-,1.10万円,6986708599,2025/06/26,不明,,,,34.3430435,134.0313439
69e042035de080bdbee75f45,高松市 花ノ宮町３丁目 (栗林公園駅) の貸店舗（一部）,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69e042035de080bdbee75f45/,1,takamatsu_housing,高松市 花ノ宮町３丁目 (栗林公園駅) の貸店舗（一部） 高松琴平電鉄琴平線 / 栗林公園駅 高松市花ノ宮町３丁目 徒歩10分 6 万円 - 3ヶ月/ なし/ なし 19.52㎡ 5.90坪／1.0162万円 貸店舗（一部） 1980年1月(築46年6ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする,6万円,3ヶ月/なし,高松琴平電鉄琴平線 / 栗林公園駅 徒歩10分,香川県高松市花ノ宮町３丁目,1980年1月(築46年6ヶ月),高松琴平電鉄琴平線 / 三条駅 徒歩12分 ＪＲ高徳線 / 栗林駅 徒歩15分,貸店舗（一部）,3ヶ月/なし,なし,-,"水道代：4,000円/月",-,-,角部屋,エアコン　トイレ,賃貸保証等：加入要 ＪＩＤ　初回４８，０００円、月々１，５００円 主要採光面：北向き,19.52㎡,-,3階建/2階,なし,-,-,2年,-,1.10万円,6990354711,2026/04/16,不明,,,,34.3246462,134.0457846
6052fa6fadffbc51ad7e043f,高松市 東田町 (瓦町駅) の貸店舗・事務所(一部),https://www.takamatsuhousing.jp/kasi-tenpo/detail-6052fa6fadffbc51ad7e043f/,1,takamatsu_housing,高松市 東田町 (瓦町駅) の貸店舗・事務所(一部) パノラマ 高松琴平電鉄琴平線 / 瓦町駅 高松市東田町 徒歩7分 6 万円 - 3ヶ月/ なし/ なし 50.00㎡ 15.12坪／0.3967万円 貸店舗・事務所(一部) 1980年10月(築45年9ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする,6万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩7分,香川県高松市東田町,1980年10月(築45年9ヶ月),ＪＲ高徳線 / 栗林駅 徒歩11分,貸店舗・事務所(一部),3ヶ月/なし,-,-,"水道代：2,000円/月",-,201・202,飲食店不可　リフォーム,エアコン２台以上　バス・トイレ別室　室内洗濯機置場　シャワー　都市ガス　トイレ,賃貸保証等：加入要 興和アシスト㈱へ加入要 バルコニー：あり 主要採光面：南向き 貸店舗・貸事務所・居住用と多様することができる物件となっておりま す。,50.00㎡,-,4階建/2階,"有　13,000円/月",有　無料,-,2年,-,なし,6973121407,2026/05/08,不可,,■水回り：2020年11月　キッチン ■内装：2020年11月　床（フローリング等）　壁・天井（クロス・塗装等） ■外装：2020年11月　外壁　屋根 ■共用部の大規模修繕工事：2020年11月　　外壁、階段塗装や爆裂部分の補修、バルコニー床面、屋上の防水工事等の大規模修繕工事を実施致しました。,,34.335862,134.0496573
69cf5969be5a90e31cbaa050,ソウゲンビル 5階,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69cf5969be5a90e31cbaa050/,1,takamatsu_housing,"ソウゲンビル 5階 高松琴平電鉄琴平線 / 瓦町駅 高松市鍛冶屋町 徒歩10分 6.05 万円 11,000円 3ヶ月/ なし/ なし 31.60㎡ 9.55坪／0.633万円 貸店舗（一部） 1991年8月(築34年11ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",6.05万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩10分,香川県高松市鍛冶屋町,1991年8月(築34年11ヶ月),高松琴平電鉄琴平線 / 片原町駅 徒歩11分 高松琴平電鉄琴平線 / 高松築港駅 徒歩12分,貸店舗（一部）,3ヶ月/なし,-,-,-,-,ソウゲンビル 5階,24時間利用可　土日・祝日利用可　飲食店可,エレベーター　エアコン,賃貸保証等：加入要 全保連に加入要,31.60㎡,-,5階建/5階,なし,なし,-,2年,-,-,6990182274,2026/04/03,可,,,,34.3428604,134.0487343
5558977d4249410557f6b317,クイーンズスクエア第２ 5-B,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,1,takamatsu_housing,"クイーンズスクエア第２ 5-B 高松琴平電鉄琴平線 / 瓦町駅 高松市瓦町１丁目 徒歩6分 6.05 万円 7,700円 3ヶ月/ なし/ なし 32.32㎡ 9.77坪／0.6189万円 貸店舗（一部） 1990年4月(築36年3ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",6.05万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩6分,香川県高松市瓦町１丁目,1990年4月(築36年3ヶ月),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,クイーンズスクエア第２ 5-B,24時間利用可　飲食店可　保証人不要,収納スペース　エレベーター　動力あり　エアコン　トイレ,,32.32㎡,-,7階建/5階,-,-,商業地域,2年,-,なし,6955377543,2026/02/05,可,,,,34.3412277,134.051584
682559e2990e3375d4f1d836,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ２０３,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682559e2990e3375d4f1d836/,1,takamatsu_housing,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ２０３ 高松琴平電鉄琴平線 / 瓦町駅 高松市塩屋町 徒歩5分 6.05 万円 なし 3ヶ月/ なし/ なし 20.68㎡ 6.25坪／0.9672万円 貸店舗・事務所(一部) 1978年9月(築47年10ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする,6.05万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩5分,香川県高松市塩屋町,1978年9月(築47年10ヶ月),高松琴平電鉄長尾線 / 瓦町駅 徒歩5分 高松琴平電鉄志度線 / 瓦町駅 徒歩5分,貸店舗・事務所(一部),3ヶ月/なし,-,-,水道料：687円/月,-,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ２０３,24時間利用可　土曜日利用可　土日・祝日利用可　リノベーション,男女別トイレ　エレベーター　給湯　エアコン　冷房　トイレ,ＩＴ重説対応物件,20.68㎡,-,7階建/2階,なし,なし,-,2年,-,-,1112258806,2025/05/15,不明,,,2025年04月　　内容：共用部美装！,34.342155,134.0550633
69522eecc37dc1729e1f21f0,松本ビル 1階,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69522eecc37dc1729e1f21f0/,1,takamatsu_housing,"松本ビル 1階 高松琴平電鉄琴平線 / 三条駅 高松市室新町 徒歩15分 6.2 万円 3,000円 3ヶ月/ なし/ 1ヶ月 31.29㎡ 9.46坪／0.6551万円 貸店舗（一部） 1980年9月(築45年10ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",6.2万円,3ヶ月/なし,高松琴平電鉄琴平線 / 三条駅 徒歩15分,香川県高松市室新町,1980年9月(築45年10ヶ月),-,貸店舗（一部）,3ヶ月/なし,なし,-,-,-,松本ビル 1階,飲食店可,トイレ,賃貸保証等：加入要 ＵＳＥＮ　ＴＲＵＳＴ、全保連　等,31.29㎡,-,4階建/1階,-,-,-,2年,-,なし,6988934725,2025/12/29,可,,,,34.3267423,134.036633
66f21d9b20276410821020d6,クリエイトビル 302,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66f21d9b20276410821020d6/,1,takamatsu_housing,"クリエイトビル 302 高松琴平電鉄志度線 / 瓦町駅 高松市塩上町３丁目 徒歩7分 6.6 万円 10,000円 6ヶ月/ なし/ なし 46.06㎡ 13.93坪／0.4737万円 貸店舗・事務所(一部) 1995年10月(築30年9ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",6.6万円,6ヶ月/なし,高松琴平電鉄志度線 / 瓦町駅 徒歩7分,香川県高松市塩上町３丁目,1995年10月(築30年9ヶ月),-,貸店舗・事務所(一部),6ヶ月/なし,-,-,-,-,クリエイトビル 302,飲食店不可,-,,46.06㎡,-,5階建/3階,-,-,-,2年,-,-,6983618099,2026/03/18,不可,,,,34.3388772,134.0573648
57bea8c1d032a747f63ded79,高松市 花園町２丁目 (花園駅) の貸店舗（一部）,https://www.takamatsuhousing.jp/kasi-tenpo/detail-57bea8c1d032a747f63ded79/,1,takamatsu_housing,高松市 花園町２丁目 (花園駅) の貸店舗（一部） 高松琴平電鉄長尾線 / 花園駅 [バス利用可] バス 市総合福祉会館前 停歩4分 高松市花園町２丁目 徒歩6分 6.6 万円 - 3ヶ月/ なし/ なし 35.29㎡ 10.67坪／0.6183万円 貸店舗（一部） 1979年10月(築46年9ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする,6.6万円,3ヶ月/なし,高松琴平電鉄長尾線 / 花園駅 徒歩6分 [バス利用可] バス 市総合福祉会館前 停歩4分,香川県高松市花園町２丁目,1979年10月(築46年9ヶ月),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,-,-,トイレ,原状貸し,35.29㎡,-,3階建/1階,なし,-,-,2年,-,-,6961134783,2026/05/02,不明,,,,34.3336738,134.057008
670378fdb15c5738c792975c,ＷＩＮＤ 202,https://www.takamatsuhousing.jp/kasi-tenpo/detail-670378fdb15c5738c792975c/,1,takamatsu_housing,"ＷＩＮＤ 202 高松琴平電鉄琴平線 / 片原町駅 高松市古新町 徒歩7分 6.6 万円 14,300円 1ヶ月/ なし/ なし 24.63㎡ 7.45坪／0.8859万円 貸店舗（一部） 1987年1月(築39年6ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",6.6万円,1ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩7分,香川県高松市古新町,1987年1月(築39年6ヶ月),-,貸店舗（一部）,1ヶ月/なし,-,-,-,-,ＷＩＮＤ 202,スケルトン,エレベーター,,24.63㎡,-,地上4階地下1階建/2階,なし,なし,-,2年,-,新賃料 1ヶ月,6983763933,2026/03/02,不明,,,,34.345727,134.0478245
674bc7812895ed45f90dfeb2,高松市 屋島西町 (潟元駅) の貸店舗（一部）,https://www.takamatsuhousing.jp/kasi-tenpo/detail-674bc7812895ed45f90dfeb2/,2,takamatsu_housing,高松市 屋島西町 (潟元駅) の貸店舗（一部） 高松琴平電鉄志度線 / 潟元駅 高松市屋島西町 徒歩5分 6.6 万円 - 3ヶ月/ なし/ なし 64.53㎡ 19.52坪／0.3382万円 貸店舗（一部） 1988年7月(築38年) 物件詳細を見る お気に入り登録 お問い合わせをする,6.6万円,3ヶ月/なし,高松琴平電鉄志度線 / 潟元駅 徒歩5分,香川県高松市屋島西町,1988年7月(築38年),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,-,土曜日利用可　土日・祝日利用可　リフォーム　駐車場２台分　角部屋,プロパンガス　火災警報器（報知機）　トイレ,賃貸保証等：加入要 全保連　初回金１年間６６，０００円、以降１年間毎に１万円 主要採光面：東向き 内装は室内の東側半分のみ。ロードサイド、ガラス ウインド。小売店、事務所に適しています。前面駐車場２台分、看板設置可。トイレはバックヤードに和式のものとなります。,64.53㎡,-,1階建/1階,有　無料,-,-,2年,-,-,6984371010,2024/12/01,不明,,■内装：2024年01月　　室内東側部分：壁紙、床材、室内灯,,34.3603444,134.0966033
66c6b7940b0aca787b54d3a7,高松市 香川町川東下 の貸店舗（一部）,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66c6b7940b0aca787b54d3a7/,2,takamatsu_housing,高松市 香川町川東下 の貸店舗（一部） 仏生山駅 高松市香川町川東下 - 7 万円 - 2ヶ月/ なし/ なし 64.71㎡ 19.57坪／0.3577万円 貸店舗（一部） 1991年2月(築35年5ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする,7万円,2ヶ月/なし,仏生山駅,香川県高松市香川町川東下,1991年2月(築35年5ヶ月),-,貸店舗（一部）,2ヶ月/なし,-,-,-,-,-,-,-,,64.71㎡,-,3階建/2階,-,-,-,2年,-,-,6983279069,2025/10/29,不明,,,,34.2455044,134.0300841
685e07f1970a600a34bedb25,高松市 木太町 (林道駅) の貸店舗（一部）,https://www.takamatsuhousing.jp/kasi-tenpo/detail-685e07f1970a600a34bedb25/,2,takamatsu_housing,"高松市 木太町 (林道駅) の貸店舗（一部） 高松琴平電鉄長尾線 / 林道駅 高松市木太町 徒歩2分 7 万円 2,000円 3ヶ月/ なし/ なし 56.10㎡ 16.97坪／0.4125万円 貸店舗（一部） 1966年10月(築59年9ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",7万円,3ヶ月/なし,高松琴平電鉄長尾線 / 林道駅 徒歩2分,香川県高松市木太町,1966年10月(築59年9ヶ月),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,-,飲食店不可,エアコン　トイレ,,56.10㎡,-,2階建/1階,-,-,-,2年,-,-,6986814878,2025/06/27,不可,,,,34.3318938,134.0800231
5cc0ee5cd032a771437daaf9,高松市 花園町１丁目 (花園駅) の貸店舗（一部）,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5cc0ee5cd032a771437daaf9/,2,takamatsu_housing,"高松市 花園町１丁目 (花園駅) の貸店舗（一部） 高松琴平電鉄長尾線 / 花園駅 高松市花園町１丁目 徒歩4分 7 万円 10,000円 3ヶ月/ なし/ 1ヶ月 39.52㎡ 11.95坪／0.5856万円 貸店舗（一部） 1989年5月(築37年2ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",7万円,3ヶ月/なし,高松琴平電鉄長尾線 / 花園駅 徒歩4分,香川県高松市花園町１丁目,1989年5月(築37年2ヶ月),ＪＲ高徳線 / 栗林駅 徒歩11分 高松琴平電鉄長尾線 / 瓦町駅 徒歩10分,貸店舗（一部）,3ヶ月/なし,なし,-,-,-,-,-,エレベーター　給湯　都市ガス　エアコン　トイレ,賃貸保証等：加入要 初回保証委託料として月額賃料の８０％、年間保証委託料として月額賃料の１０％ 主要採光面：北向き 保険は賃借人にて加入 共用部分 にトイレ・給湯室有り,39.52㎡,公簿 177.65㎡,5階建/2階,なし,なし,-,2年,-,なし,6968155638,2022/06/27,不明,,,,34.3345829,134.0578551
5fc8918dcab5463d5a2e7e1a,小林店舗 １階　東,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,2,takamatsu_housing,小林店舗 １階　東 高松琴平電鉄志度線 / 瓦町駅 高松市古馬場町 徒歩7分 7.15 万円 - 6ヶ月/ なし/ 1ヶ月 18.90㎡ 5.71坪／1.2507万円 貸店舗（一部） 1956年1月(築70年6ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする,7.15万円,6ヶ月/なし,高松琴平電鉄志度線 / 瓦町駅 徒歩7分,香川県高松市古馬場町,1956年1月(築70年6ヶ月),-,貸店舗（一部）,6ヶ月/なし,-,-,-,-,小林店舗 １階　東,飲食店可,トイレ,賃貸保証等：加入要 興和アシスト、全保連　等 騒音がする業種は不可。,18.90㎡,-,2階建/1階,-,-,-,2年,-,-,6972303099,2026/06/15,可,,,,34.3425721,134.0518077
68bfbbd36240320783c534cc,ＷＩＮＤ 003,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68bfbbd36240320783c534cc/,2,takamatsu_housing,"ＷＩＮＤ 003 高松琴平電鉄琴平線 / 片原町駅 高松市古新町 徒歩7分 7.1874 万円 11,979円 1ヶ月/ なし/ なし 24.00㎡ 7.25坪／0.9901万円 貸店舗（一部） 1987年1月(築39年6ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",7.1874万円,1ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩7分,香川県高松市古新町,1987年1月(築39年6ヶ月),-,貸店舗（一部）,1ヶ月/なし,-,-,-,-,ＷＩＮＤ 003,-,-,,24.00㎡,-,地上4階地下1階建/1階,なし,なし,-,2年,-,新賃料 1ヶ月,6986541503,2026/03/18,不明,,,,34.345727,134.0478245
65c9d71ddfbd573fa5601d7a,吉田ビル 1階,https://www.takamatsuhousing.jp/kasi-tenpo/detail-65c9d71ddfbd573fa5601d7a/,2,takamatsu_housing,吉田ビル 1階 高松琴平電鉄琴平線 / 空港通り駅 高松市香川町川東上 徒歩70分 7.7 万円 - 3ヶ月/ なし/ なし 34.75㎡ 10.51坪／0.7326万円 貸店舗（一部） 1973年7月(築53年) 物件詳細を見る お気に入り登録 お問い合わせをする,7.7万円,3ヶ月/なし,高松琴平電鉄琴平線 / 空港通り駅 徒歩70分,香川県高松市香川町川東上,1973年7月(築53年),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,吉田ビル 1階,-,-,賃貸保証等：加入要 全保連株式会社 主要採光面：西向き 室内に照明器具あり。トイレは２階共有。駐車場は店舗前３台。,34.75㎡,公簿 178.51㎡,3階建/1階,有　無料　　備考：店舗前３台,なし,-,2年,-,なし,6981408280,2024/02/12,不明,,,,34.2277806,134.0376407
684fade320d8493430490ebe,ＡＫビル片原町Ⅱ　２階　北東 （２０１）,https://www.takamatsuhousing.jp/kasi-tenpo/detail-684fade320d8493430490ebe/,2,takamatsu_housing,"ＡＫビル片原町Ⅱ　２階　北東 （２０１） 高松琴平電鉄琴平線 / 片原町駅 高松市片原町 徒歩2分 7.7 万円 13,200円 6ヶ月/ なし/ なし 40.00㎡ 12.09坪／0.6364万円 貸店舗（一部） 1979年6月(築47年1ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",7.7万円,6ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩2分,香川県高松市片原町,1979年6月(築47年1ヶ月),-,貸店舗（一部）,6ヶ月/なし,-,-,-,-,ＡＫビル片原町Ⅱ　２階　北東 （２０１）,飲食店可,収納スペース　エレベーター　トイレ,賃貸保証等：加入要 全保連、興和アシスト、ＵＳＥＮ　等 ※　別途商店街費要,40.00㎡,-,8階建/2階,-,-,-,3年,-,-,6986699997,2025/06/16,可,,,,34.3458826,134.0543651
5a5c0b969732ec2c56db5cf7,クイーンズスクエアービル第２ 7-A,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/,2,takamatsu_housing,"クイーンズスクエアービル第２ 7-A 高松琴平電鉄琴平線 / 瓦町駅 高松市瓦町１丁目 徒歩6分 7.7 万円 7,700円 3ヶ月/ なし/ なし 41.50㎡ 12.55坪／0.6134万円 貸店舗（一部） 1990年4月(築36年3ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",7.7万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩6分,香川県高松市瓦町１丁目,1990年4月(築36年3ヶ月),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,クイーンズスクエアービル第２ 7-A,居抜き　飲食店可　最上階,冷蔵庫　エレベーター　都市ガス　エアコン　トイレ,保証金不要！,41.50㎡,-,7階建/7階,-,-,-,2年,-,-,6964880237,2026/03/19,可,,,,34.3412277,134.051584
68f074cf4c8c312b4b224e88,クイ－ンズスケア第一 1階C,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,2,takamatsu_housing,"クイ－ンズスケア第一 1階C 高松琴平電鉄琴平線 / 瓦町駅 高松市瓦町２丁目 徒歩5分 7.7 万円 11,400円 3ヶ月/ なし/ なし 22.16㎡ 6.70坪／1.1487万円 貸店舗（一部） 1984年10月(築41年9ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",7.7万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩5分,香川県高松市瓦町２丁目,1984年10月(築41年9ヶ月),高松琴平電鉄琴平線 / 片原町駅 徒歩12分 ＪＲ高徳線 / 栗林駅 徒歩16分,貸店舗（一部）,3ヶ月/なし,-,-,-,-,クイ－ンズスケア第一 1階C,飲食店可,ビルトインエアコン　エアコン　トイレ,賃貸保証等：加入要 全保連・興和アシスト　プラン有 フリーレント、内装工事費応相談,22.16㎡,-,6階建/1階,なし,-,-,2年,-,-,6988031633,2025/10/16,可,,,,34.3399504,134.0514047
5bf219fbe5a69c28beb84613,新井ビル 200,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5bf219fbe5a69c28beb84613/,2,takamatsu_housing,"新井ビル 200 【バス】 田中 停歩1分 高松市成合町 - 7.7 万円 7,700円 1ヶ月/ なし/ なし 66.54㎡ 20.12坪／0.3826万円 貸店舗・事務所(一部) 1991年10月(築34年9ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする",7.7万円,1ヶ月/なし,【バス】 田中 停歩1分,香川県高松市成合町,1991年10月(築34年9ヶ月),-,貸店舗・事務所(一部),1ヶ月/なし,-,-,"ゴミ処理：1,000円/月",-,新井ビル 200,飲食店不可,トイレ,賃貸保証等：加入要 興和アシスト・全保連・Ｊリースプラン有,66.54㎡,-,2階建/2階,有　無料　　備考：２台込・３台目から１台につき￥４，０００,-,-,2年,-,-,6967043090,2025/09/08,不可,,,,34.2994211,134.0156685
665a9a1cda59646e4add9922,牟礼町牟礼　倉庫 2F,https://www.takamatsuhousing.jp/kasi-tenpo/detail-665a9a1cda59646e4add9922/,2,takamatsu_housing,牟礼町牟礼　倉庫 2F パノラマ 高松琴平電鉄志度線 / 八栗駅 高松市牟礼町牟礼 徒歩3分 7.7 万円 - 2ヶ月/ なし/ 1ヶ月 107.05㎡ 32.38坪／0.2378万円 貸店舗（一部） 1966年1月(築60年6ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする,7.7万円,2ヶ月/なし,高松琴平電鉄志度線 / 八栗駅 徒歩3分,香川県高松市牟礼町牟礼,1966年1月(築60年6ヶ月),-,貸店舗（一部）,2ヶ月/なし,-,-,-,-,牟礼町牟礼　倉庫 2F,-,-,賃貸保証等：加入要 日本セーフティー株式会社 敷地内に建物２棟（登記上連結）あり、掲載面積・構造はうちの一部となります。,107.05㎡,公簿 291.54㎡,2階建/2階,有　無料　空き2台　　備考：駐車場料：家賃に込み。,-,-,2年,-,なし,6982522056,2024/06/12,不明,,,,34.3493325,134.133009
590a7804e5a69c3b10d8431f,香川町浅野貸店舗 1階店舗,https://www.takamatsuhousing.jp/kasi-tenpo/detail-590a7804e5a69c3b10d8431f/,2,takamatsu_housing,香川町浅野貸店舗 1階店舗 【バス】 香川第一中学校前 停歩1分 高松市香川町浅野 - 8 万円 なし 1ヶ月/ なし/ 1ヶ月 70.00㎡ 21.17坪／0.3779万円 貸店舗（一部） 1973年7月(築53年) 物件詳細を見る お気に入り登録 お問い合わせをする,8万円,1ヶ月/なし,【バス】 香川第一中学校前 停歩1分,香川県高松市香川町浅野,1973年7月(築53年),-,貸店舗（一部）,1ヶ月/なし,なし,-,-,-,香川町浅野貸店舗 1階店舗,飲食店不可　都道府県道沿いに面する,トイレ,賃貸保証等：加入要 初回保証委託料８．０万円・次年度より継続保証委託料年間１万円 主要採光面：南向き 出入りがしやすく、よく目立つ店舗です。賃貸 スペースは１階です。 トイレ、洗面所あり。駐車場共用使用複数台。 賃料には水道料金含む。,70.00㎡,公簿 171.90㎡,2階建/1階,有　無料　空き4台　　備考：建物北側に駐車スペース有り。,-,-,3年,-,なし,6963123003,2026/01/06,不可,可,,,34.2587691,134.0425443
640d66da94d1b8330da06dcb,漆原テナント・事務所 1階,https://www.takamatsuhousing.jp/kasi-tenpo/detail-640d66da94d1b8330da06dcb/,2,takamatsu_housing,漆原テナント・事務所 1階 高松琴平電鉄琴平線 / 空港通り駅 高松市香川町大野 徒歩26分 8 万円 - 1ヶ月/ なし/ 1ヶ月 85.20㎡ 25.77坪／0.3105万円 貸住付店舗（一部） 1983年10月(築42年9ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする,8万円,1ヶ月/なし,高松琴平電鉄琴平線 / 空港通り駅 徒歩26分,香川県高松市香川町大野,1983年10月(築42年9ヶ月),-,貸住付店舗（一部）,1ヶ月/なし,-,-,-,-,漆原テナント・事務所,飲食店不可,バス・トイレ別室　室内洗濯機置場　洗濯機置場　プロパンガス,賃貸保証等：加入要 全保連（初回：賃料総額の１００％） バルコニー：5.46㎡ 主要採光面：南向き ★１Ｆはテナント。２階は住居・社宅など可能。他 、倉庫などにも利用可能です♪ ★敷地内駐車２台可能です ★初期費用・店舗改装費などご遠慮なくご相談ください♪,85.20㎡,-,3階建/1階,有　無料,-,-,2年,-,-,6978660991,2023/03/12,不可,,,,34.2664945,134.0255298
624cf5c1655be9215e0d7ed0,高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,https://www.takamatsuhousing.jp/kasi-tenpo/detail-624cf5c1655be9215e0d7ed0/,2,takamatsu_housing,高松市 香川町寺井 (空港通り駅) の貸店舗（一部） 高松琴平電鉄琴平線 / 空港通り駅 高松市香川町寺井 徒歩12分 8.5 万円 - 3ヶ月/ なし/ なし 71.01㎡ 21.48坪／0.3958万円 貸店舗（一部） 1986年11月(築39年8ヶ月) 物件詳細を見る お気に入り登録 お問い合わせをする,8.5万円,3ヶ月/なし,高松琴平電鉄琴平線 / 空港通り駅 徒歩12分,香川県高松市香川町寺井,1986年11月(築39年8ヶ月),高松琴平電鉄琴平線 / 一宮駅 徒歩25分 高松琴平電鉄琴平線 / 仏生山駅 徒歩24分,貸店舗（一部）,3ヶ月/なし,-,-,-,-,-,居抜き　24時間利用可　土曜日利用可　土日・祝日利用可　飲食店不可　最上階,オープンキッチン　シャワー　プロパンガス　火災警報器（報知機）　トイレ,賃貸保証等：加入要 全保連㈱　初回保証委託料　賃料の８０％　２年目以降１０，０００円／年 別途月極駐車場があります。２５，０００円／５台。,71.01㎡,-,2階建/2階,有　無料,なし,-,3年,-,-,6976041170,2023/12/28,不可,,,,34.2718437,134.0304778
